id,number,norm_number,title_fr,stored_date,stored_year,expected_year,problem,auto_fixable
3964,2.96.618,2-96-618,Décret n° 2.96.618 abrogeant l'arrêté du 26 Chaoual 1361 (5 novembre 1942) relat,1941-12-30,1941,1996,date 1941 ≠ année dans numéro (1996),False
3965,2.64.438,2-64-438,Décret n° 2.64.438 étendant aux produits de la récolte de l'année 1964 les dispo,1941-12-30,1941,1964,date 1941 ≠ année dans numéro (1964),False
3966,2.78.273,2-78-273,Décret n°2.78.273 relatif à l'obligation de constituer un dépôt financier avant ,1939-09-10,1939,1978,date 1939 ≠ année dans numéro (1978),False
3967,2.76.205,2-76-205,Décret n° 2.76.205 instituant à titre temporaire une indemnité de zone au profit,1938-08-06,1938,1976,date 1938 ≠ année dans numéro (1976),False
3968,2.04.421,2-04-421,"Décret n° 2.04.421 relatif à l'augmentation du salaire minimum dans l'industrie,",1936-06-18,1936,2004,date 1936 ≠ année dans numéro (2004),False
3970,1.58.060,1-58-060,Dahir relatif à la répression de la fraude aux examens et concours publics de la,1928-09-11,1928,1958,date 1928 ≠ année dans numéro (1958),False
3971,2.74.472,2-74-472,Décret n° 2.74.472 fixant les modalités de paiement des salaires des assistants ,1926-07-10,1926,1974,date 1926 ≠ année dans numéro (1974),False
3972,246.60.2,246-60-2,Fonds à déposer par les notaires auprès de la Caisse de Dépôt et de Gestion,1925-05-04,1925,1960,date 1925 ≠ année dans numéro (1960),False
3974,2.58.1371,2-58-1371,Décret n° 2.58.1371 fixant la composition de la commission chargée d'émettre un ,1917-10-10,1917,1958,date 1917 ≠ année dans numéro (1958),False
3975,2.63.296,2-63-296,Décret n°2.63.296 du 24 joumada II 1383 (12 novembre 1963) étendant l'obligation,1915-09-04,1915,1963,date 1915 ≠ année dans numéro (1963),False
3978,2.12.502,2-12-502,Arrêté du ministre de l'industrie et du commerce relatif aux joints non métalliq,1913-08-12,1913,2012,date 1913 ≠ année dans numéro (2012),False
3979,2.75.13,2-75-13,Décret n°2.75.13 créant une conservation foncière à Settat et fixant son ressort,1913-08-12,1913,1975,date 1913 ≠ année dans numéro (1975),False
3980,2-75-12,2-75-12,Décret n° 2.75.12 portant création et délimitation de la conservation foncière d,1913-08-12,1913,1975,date 1913 ≠ année dans numéro (1975),False
3981,2.64.282,2-64-282,Autre n°2.64.282,1913-08-12,1913,1964,date 1913 ≠ année dans numéro (1964),False
3982,2.75.11,2-75-11,Décret n° 2.75.11 portant création d'une conservation foncière à Ksar Es Souk et,1913-08-12,1913,1975,date 1913 ≠ année dans numéro (1975),False
4139,2-04-563,2-04-563,Décret n° 2.04.563 relatif aux attributions et au fonctionnement de la Commissio,2008-01-01,2008,2004,date 2008 ≠ année dans numéro (2004),False
4158,1-15-49,1-15-49,Dahir n° 1-15-49 du 30 Dhou El Kaada 1443 (30 juin 2022) portant publication de ,2022-06-30,2022,2015,date 2022 ≠ année dans numéro (2015),False
4175,1-18-90,1-18-90,Dahir n° 1-18-90 du 19 rejeb 1444 (10 février 2023) portant publication de l'Ame,2023-01-01,2023,2018,date 2023 ≠ année dans numéro (2018),False
4215,2-06-517,2-06-517,Décret n° 2-06-517 du 23 hija 1430 (11 décembre 2009) relatif à l'organisation d,2009-01-01,2009,2006,date 2009 ≠ année dans numéro (2006),False
4230,2-97-900,2-97-900,Décret modifiant les taxes intérieures de consommation sur certains produits (an,1977-10-09,1977,1997,date 1977 ≠ année dans numéro (1997),False
4257,1-17-79,1-17-79,Dahir n° 1-17-79 du 19 rejeb 1444 (10 février 2023) portant publication de la Co,2023-01-01,2023,2017,date 2023 ≠ année dans numéro (2017),False
4345,1-70-200,1-70-200,Création d'une haute autorité de contrôle des symboles et emblèmes du Royaume et,1930-01-01,1930,1970,date 1930 ≠ année dans numéro (1970),False
4367,1-01-333,1-01-333,Dahir n° 1-01-333 du 19 moharrem 1423 (3 avril 2002) portant publication du prot,1997-01-01,1997,2001,date 1997 ≠ année dans numéro (2001),False
4370,1-97-98,1-97-98,Dahir n° 1-97-98 du 19 moharrem 1423 (3 avril 2002) portant publication du proto,2002-01-01,2002,1997,date 2002 ≠ année dans numéro (1997),False
4433,1-93-402,1-93-402,Dahir n° 1-93-402 du 1er ramadan 1432 (2 août 2011) portant publication du Statu,1951-10-31,1951,1993,date 1951 ≠ année dans numéro (1993),False
4441,1-81-21,1-81-21,Dahir n° 1-84-21 du 11 rebia I 1407 (14 novembre 1986) portant publication de la,1978-03-31,1978,1981,date 1978 ≠ année dans numéro (1981),False
4483,1-15-107,1-15-107,Dahir portant promulgation de la loi n° 37-12 relative au Code de la route,1922-04-11,1922,2015,date 1922 ≠ année dans numéro (2015),False
4561,1-15-74,1-15-74,Dahir n° 1-15-74 du 30 kaada 1443 (30 juin 2022) portant publication de la Conve,2022-01-01,2022,2015,date 2022 ≠ année dans numéro (2015),False
4635,2-12-484,2-12-484,Décret n° 2-12-484 du 21 mai 2015 relatif à la protection des espèces sauvages e,2015-05-21,2015,2012,date 2015 ≠ année dans numéro (2012),False
4636,1-89-230,1-89-230,Dahir n° 1-89-230 du 1er joumada II 1413 (26 novembre 1992) portant promulgation,1993-01-01,1993,1989,date 1993 ≠ année dans numéro (1989),False
4674,3-60-23,3-60-23,Arrêté n° 3.60.23 du Chef du Gouvernement fixant le modèle de pétition qui lui e,2023-01-01,2023,1960,date 2023 ≠ année dans numéro (1960),False
4721,1-10-133,1-10-133,Dahir n° 1-10-133 du 26 safar 1435 (30 décembre 2013) portant publication de la ,2013-01-01,2013,2010,date 2013 ≠ année dans numéro (2010),False
4750,1-88-240,1-88-240,Dahir n° 1-88-240 du 6 hija 1413 (28 mai 1993) portant promulgation de la loi n°,1993-05-28,1993,1988,date 1993 ≠ année dans numéro (1988),False
4759,1-90-153,1-90-153,Dahir n° 1-90-153 du 27 Chaabane 1421 portant publication de la Convention sur l,1952-01-01,1952,1990,date 1952 ≠ année dans numéro (1990),False
4776,2-18-878,2-18-878,Décret n° 2.18.878 relatif aux modalités d'exercice du contrôle par les pharmaci,2021-01-01,2021,2018,date 2021 ≠ année dans numéro (2018),False
4808,1-99-279,1-99-279,Dahir n° 1-99-279 du 19 ramadan 1422 (4 décembre 2001) portant promulgation de l,2002-01-01,2002,1999,date 2002 ≠ année dans numéro (1999),False
4814,1-85-210,1-85-210,Dahir n° 1-85-210 du 6 hija 1413 (28 mai 1993) portant publication de la convent,1993-01-01,1993,1985,date 1993 ≠ année dans numéro (1985),False
4862,1-14-44,1-14-44,Dahir n° 1-14-44 du 19 rejeb 1444 (10 février 2023) portant publication du Proto,2023-01-01,2023,2014,date 2023 ≠ année dans numéro (2014),False
4936,1-60-202,1-60-202,Dahir n° 1-60-202 du 23 ramadan 1382 (18 février 1963) portant statut des foncti,1963-01-01,1963,1960,date 1963 ≠ année dans numéro (1960),False
5041,2.14.783,2-14-783,Traité n°2.14.783,2007-01-01,2007,2014,date 2007 ≠ année dans numéro (2014),False
5089,1-14-175,1-14-175,Dahir n° 1-14-175 du 21 rejeb 1441 (16 mars 2020) portant publication de la Conv,2020-03-16,2020,2014,date 2020 ≠ année dans numéro (2014),False
5099,1-96-199,1-96-199,Dahir n° 1-96-199 du 21 kaada 1421 (15 février 2001) portant publication de la c,2001-01-01,2001,1996,date 2001 ≠ année dans numéro (1996),False
5107,1-99-280,1-99-280,Dahir n° 1-99-280 du 15 kaada 1422 (29 janvier 2002) portant publication de la c,2002-01-01,2002,1999,date 2002 ≠ année dans numéro (1999),False
5194,1-10-197,1-10-197,Dahir n° 1-01-197 du 11 joumada I 1422 (1er août 2001) portant promulgation de l,2001-01-01,2001,2010,date 2001 ≠ année dans numéro (2010),False
5205,1-59-413,1-59-413,Dahir n° 1-59-413 du 28 joumada II 1382 (26 novembre 1962) portant approbation d,1962-01-01,1962,1959,date 1962 ≠ année dans numéro (1959),False
5210,2-21-770,2-21-770,Décret n° 2-21-770 du 24 rabii II 1443 (30 novembre 2021) portant transfert de l,2013-02-04,2013,2021,date 2013 ≠ année dans numéro (2021),False
5223,1-15-81,1-15-81,Dahir portant approbation de l'accord Maroc-Royaume-Uni sur le statut des forces,2020-03-16,2020,2015,date 2020 ≠ année dans numéro (2015),False
5226,2-86-806,2-86-806,Application de la loi n° 31.86 relative à la création de l'Établissement autonom,1993-01-01,1993,1986,date 1993 ≠ année dans numéro (1986),False
5263,2-97-218,2-97-218,Décret n° 2-97-218 du 18 chaâbane 1418 (19 décembre 1997) pris pour l'applicatio,1982-05-06,1982,1997,date 1982 ≠ année dans numéro (1997),False
5272,1-17-95,1-17-95,Dahir n° 1-17-95 du 18 joumada II 1443 (21 janvier 2022) portant publication de ,2022-01-21,2022,2017,date 2022 ≠ année dans numéro (2017),False
5285,2-99-1028,2-99-1028,Décret n° 2-99-1028 du 27 décembre 2004 relatif à la Bibliothèque Nationale du R,2004-01-01,2004,1999,date 2004 ≠ année dans numéro (1999),False
5325,2-96-989,2-96-989,Décret n° 2-96-989 du 17 ramadan 1419 (5 janvier 1999) portant application du co,1999-01-05,1999,1996,date 1999 ≠ année dans numéro (1996),False
5337,2-93-277,2-93-277,Décret n° 2-93-277 du 28 janvier 1998 portant régime général du Parc National So,1998-01-28,1998,1993,date 1998 ≠ année dans numéro (1993),False
5344,2-01-107,2-01-107,Décret n° 2-01-107 du 29 joumada II 1427 (25 juillet 2006) pris pour l'applicati,2006-01-01,2006,2001,date 2006 ≠ année dans numéro (2001),False
5355,2-01-108,2-01-108,Décret n° 2-01-108 du 29 joumada II 1427 (25 juillet 2006) pris pour l'applicati,2006-01-01,2006,2001,date 2006 ≠ année dans numéro (2001),False
5360,2-11-623,2-11-623,Décret n° 2-11-623 du 28 hija 1432 (25 novembre 2011) fixant les conditions et l,2003-02-10,2003,2011,date 2003 ≠ année dans numéro (2011),False
5366,2-01-109,2-01-109,Décret n° 2-01-109 du 29 joumada II 1427 (25 juillet 2006) portant approbation d,2006-01-01,2006,2001,date 2006 ≠ année dans numéro (2001),False
5380,1-02-152,1-02-152,Dahir n° 1-02-152 du 7 moharrem 1426 (16 février 2005) portant publication de l',2005-01-01,2005,2002,date 2005 ≠ année dans numéro (2002),False
5418,1-15-141,1-15-141,Dahir n° 1-15-141 du 30 Kaada 1443 (30 juin 2022) portant publication de l'accor,2022-06-30,2022,2015,date 2022 ≠ année dans numéro (2015),False
5421,2-99-671,2-99-671,Décret n° 2-99-671 du 4 juin 2002 fixant le régime des études et examens du dipl,2002-06-04,2002,1999,date 2002 ≠ année dans numéro (1999),False
5448,1-17-93,1-17-93,Dahir n° 1-17-93 du 9 chaabane 1442 (23 mars 2021) portant publication de l'acco,2021-03-23,2021,2017,date 2021 ≠ année dans numéro (2017),False
5450,1-17-73,1-17-73,Dahir n° 1-17-73 du 30 Dhou al-Qi’da 1443 (30 juin 2022) portant publication de ,2022-06-30,2022,2017,date 2022 ≠ année dans numéro (2017),False
5459,1-17-92,1-17-92,Dahir n° 1-17-92 du 9 chaabane 1442 (23 mars 2021) portant publication de l'acco,2021-03-23,2021,2017,date 2021 ≠ année dans numéro (2017),False
5485,2-82-790,2-82-790,Décret n° 2-82-790 du 29 joumada I 1405 (21 janvier 1985) pris pour l'applicatio,1985-01-29,1985,1982,date 1985 ≠ année dans numéro (1982),False
5499,1-90-152,1-90-152,Dahir n° 1-90-152 du 1er ramadan 1432 (2 août 2011) portant publication de la Co,2011-01-01,2011,1990,date 2011 ≠ année dans numéro (1990),False
5500,1-02-136,1-02-136,Dahir n° 1-02-136 du 19 kaada 1423 (23 janvier 2003) portant publication de la c,1996-01-01,1996,2002,date 1996 ≠ année dans numéro (2002),False
5503,1-07-58,1-07-58,Dahir n° 1-07-58 du 19 kaada 1428 (29 novembre 2007) portant publication de la C,2003-01-01,2003,2007,date 2003 ≠ année dans numéro (2007),False
5506,1-04-131,1-04-131,DAHIR N° 1-04-131 DU 17 JOUMADA I 1429 (23 MAI 2008) PORTANT PUBLICATION DE LA C,2008-01-01,2008,2004,date 2008 ≠ année dans numéro (2004),False
5507,1-93-362,1-93-362,Dahir n° 1-93-362 du 9 rejeb 1417 (21 novembre 1996) portant publication de la c,1996-01-01,1996,1993,date 1996 ≠ année dans numéro (1993),False
5515,2-87-906,2-87-906,Décret n° 2-87-906 du 13 joumada I 1414 (29 octobre 1993) fixant le régime des é,1993-10-29,1993,1987,date 1993 ≠ année dans numéro (1987),False
5518,1-87-127,1-87-127,Dahir n° 1-87-127 du 9 novembre 1992 portant promulgation de la loi n° 16.86 rel,1992-01-01,1992,1987,date 1992 ≠ année dans numéro (1987),False
5523,2-89-596,2-89-596,Décret n° 2-89-596 du 25 rabii II 1414 (12 octobre 1993) fixant les montants de ,1993-10-12,1993,1989,date 1993 ≠ année dans numéro (1989),False
5546,1-15-36,1-15-36,Dahir n° 1-15-36 du 18 joumada II 1443 (21 janvier 2022) portant publication de ,2022-01-21,2022,2015,date 2022 ≠ année dans numéro (2015),False
5553,2-89-189,2-89-189,Décret n° 2-89-189 du 16 joumada II 1413 (10 décembre 1992) portant application ,1993-02-02,1993,1989,date 1993 ≠ année dans numéro (1989),False
5555,1-88-126,1-88-126,Dahir n° 1-88-126 du 24 joumada I 1413 (19 novembre 1992) portant promulgation d,1993-01-01,1993,1988,date 1993 ≠ année dans numéro (1988),False
5563,2-96-782,2-96-782,Abrogation de l'arrêté ministériel suspendant temporairement les taxes et impôts,1981-04-25,1981,1996,date 1981 ≠ année dans numéro (1996),False
5569,1-15-46,1-15-46,Dahir n° 1-15-46 du 9 chaabane 1442 (23 mars 2021) portant publication de l'acco,2021-03-23,2021,2015,date 2021 ≠ année dans numéro (2015),False
5574,1-17-97,1-17-97,Dahir n° 1-17-97 du 9 chaabane 1442 (23 mars 2021) portant publication de l'acco,2021-03-23,2021,2017,date 2021 ≠ année dans numéro (2017),False
5575,1-14-174,1-14-174,Dahir n° 1.14.174 portant publication du Protocole additionnel à la Convention e,2020-03-16,2020,2014,date 2020 ≠ année dans numéro (2014),False
5576,1-14-73,1-14-73,Dahir n° 1-14-73 portant publication de la Convention du Mètre instituant le BIP,1875-05-20,1875,2014,date 1875 ≠ année dans numéro (2014),False
5582,2-20-471,2-20-471,"Décret n° 2-20-471 du 6 mars 2026 relatif à l'orientation scolaire, professionne",2026-03-06,2026,2020,date 2026 ≠ année dans numéro (2020),False
5585,1-93-46,1-93-46,Dahir portant loi n° 1-93-46 du 22 rebia I 1414 (10 septembre 1993) abrogeant le,1973-03-02,1973,1993,date 1973 ≠ année dans numéro (1993),False
5590,1-16-92,1-16-92,Dahir n° 1-16-92 du 9 chaabane 1442 (23 mars 2021) portant publication de l'acco,2021-03-23,2021,2016,date 2021 ≠ année dans numéro (2016),False
5598,1-15-42,1-15-42,Dahir portant publication du Traité de Marrakech facilitant l'accès aux œuvres p,2020-03-16,2020,2015,date 2020 ≠ année dans numéro (2015),False
5602,1-10-77,1-10-77,Dahir n° 1-10-77 du 19 rabii I 1434 (31 janvier 2013) portant publication de l’A,2013-01-01,2013,2010,date 2013 ≠ année dans numéro (2010),False
5606,1-10-76,1-10-76,Dahir n° 1-10-76 du 19 rabii I 1434 (31 janvier 2013) portant publication de l'a,2013-01-01,2013,2010,date 2013 ≠ année dans numéro (2010),False
5643,2-86-144,2-86-144,Décret fixant les conditions de préparation et de délivrance des diplômes de l'É,1989-10-30,1989,1986,date 1989 ≠ année dans numéro (1986),False
5646,1-83-100,1-83-100,Dahir n° 1-83-100 du 11 rebia I 1407 (14 novembre 1986) portant promulgation de ,1986-01-01,1986,1983,date 1986 ≠ année dans numéro (1983),False
5663,2-88-756,2-88-756,Décret n° 2-88-756 du 13 chaoual 1412 (16 avril 1992) portant statut particulier,1992-05-13,1992,1988,date 1992 ≠ année dans numéro (1988),False
5665,1-99-291,1-99-291,Dahir n° 1-99-291 du 18 rabii II 1424 (19 juin 2003) portant publication de l’Ac,2003-01-01,2003,1999,date 2003 ≠ année dans numéro (1999),False
5666,1-17-24,1-17-24,Dahir n° 1-17-24 du 21 rejeb 1441 (16 mars 2020) portant publication de l'Accord,2020-01-01,2020,2017,date 2020 ≠ année dans numéro (2017),False
5668,1-14-60,1-14-60,Dahir n° 1-14-60 du 9 chaabane 1442 (23 mars 2021) portant publication de la con,2021-03-23,2021,2014,date 2021 ≠ année dans numéro (2014),False
5675,2-85-894,2-85-894,Décret n° 2-85-894 du 18 Rabii II 1406 (31 décembre 1985) abrogeant les décrets ,1982-02-16,1982,1985,date 1982 ≠ année dans numéro (1985),False
5686,1-17-91,1-17-91,Dahir n° 1-17-91 du 9 chaabane 1442 (23 mars 2021) portant publication de la con,2021-03-23,2021,2017,date 2021 ≠ année dans numéro (2017),False
5692,1-18-61,1-18-61,Dahir n° 1-18-61 du 9 chaabane 1442 (23 mars 2021) portant publication de la con,2021-03-23,2021,2018,date 2021 ≠ année dans numéro (2018),False
5697,1-18-58,1-18-58,Dahir n° 1-18-58 du 28 joumada I 1443 (1er janvier 2022) portant promulgation de,2022-01-21,2022,2018,date 2022 ≠ année dans numéro (2018),False
5732,1-17-19,1-17-19,Dahir n° 1-17-19 du 9 chaabane 1442 (23 mars 2021) portant publication de l’Acco,2021-01-01,2021,2017,date 2021 ≠ année dans numéro (2017),False
5733,1-89-224,1-89-224,Dahir n° 1.89.224 portant promulgation de la loi n° 19.88 relative à la création,1992-01-01,1992,1989,date 1992 ≠ année dans numéro (1989),False
5737,1-87-118,1-87-118,Dahir n° 1-87-118 du 28 ramadan 1412 (2 avril 1992) portant promulgation de la l,1992-04-02,1992,1987,date 1992 ≠ année dans numéro (1987),False
5738,2-80-687,2-80-687,Décret n° 2-80-687 du 30 Chaoual 1405 (19 juillet 1985) relatif au statut partic,1985-01-01,1985,1980,date 1985 ≠ année dans numéro (1980),False
5743,1-87-12,1-87-12,Dahir n° 1-87-12 du 14 joumada I 1410 (12 décembre 1989) portant promulgation de,1990-01-01,1990,1987,date 1990 ≠ année dans numéro (1987),False
5745,2-84-93,2-84-93,Décret n° 2-84-93 du 7 kaada 1413 (29 avril 1993) fixant les attributions et l'o,1993-04-29,1993,1984,date 1993 ≠ année dans numéro (1984),False
5753,2-88-584,2-88-584,Décret n° 2-88-584 du 28 joumada I 1413 (23 novembre 1992) portant application d,1993-01-18,1993,1988,date 1993 ≠ année dans numéro (1988),False
5757,1-87-126,1-87-126,Dahir n° 1-87-126 du 6 rebia II 1412 (15 octobre 1991) portant promulgation de l,1991-10-15,1991,1987,date 1991 ≠ année dans numéro (1987),False
5759,2-00-368,2-00-368,Décret n° 2-00-368 du 22 rabii I 1425 (11 mai 2004) fixant les conditions et les,2004-06-07,2004,2000,date 2004 ≠ année dans numéro (2000),False
5774,1-16-98,1-16-98,Dahir n° 1-16-98 du 23 mars 2021 portant publication de l'accord d'assistance do,2021-03-23,2021,2016,date 2021 ≠ année dans numéro (2016),False
5775,1-17-98,1-17-98,Dahir n° 1-17-98 du 9 chaabane 1442 (23 mars 2021) portant publication de l'acco,2021-03-23,2021,2017,date 2021 ≠ année dans numéro (2017),False
5778,1-19-103,1-19-103,Dahir n° 1-19-103 du 30 kaada 1443 (30 juin 2022) portant publication de l'accor,2022-06-30,2022,2019,date 2022 ≠ année dans numéro (2019),False
5779,1-17-92,1-17-92,Dahir n° 1-17-92 du 9 chaabane 1442 (23 mars 2021) portant publication de l’Acco,2021-01-01,2021,2017,date 2021 ≠ année dans numéro (2017),False
5780,1-17-91,1-17-91,Dahir n° 1-17-91 du 9 chaabane 1442 (23 mars 2021) portant publication de la Con,2021-01-01,2021,2017,date 2021 ≠ année dans numéro (2017),False
5781,1-17-93,1-17-93,Dahir n° 1-17-93 du 9 chaabane 1442 (23 mars 2021) portant publication de l’Acco,2021-01-01,2021,2017,date 2021 ≠ année dans numéro (2017),False
5784,3-28-18,3-28-18,Arrêté du Chef du Gouvernement n° 3.28.18 du 5 chaoual 1439 (19 juin 2018) fixan,2018-06-19,2018,2028,date 2018 ≠ année dans numéro (2028),False
5785,1-17-96,1-17-96,Dahir n° 1-17-96 du 19 rejeb 1444 (10 février 2023) portant publication de la co,2023-02-10,2023,2017,date 2023 ≠ année dans numéro (2017),False
5787,1-75-139,1-75-139,Dahir n° 1-75-139 du 20 chaabane 1395 (29 août 1975) portant publication de la c,1998-01-01,1998,1975,date 1998 ≠ année dans numéro (1975),False
5802,2-81-509,2-81-509,Décret n° 2.81.509 relatif à l'application du Dahir n° 1.73.250 instituant le Co,1985-01-23,1985,1981,date 1985 ≠ année dans numéro (1981),False
5823,1-14-109,1-14-109,Dahir n° 1-14-109 du 21 rejeb 1441 (16 mars 2020) portant publication de la conv,2020-03-16,2020,2014,date 2020 ≠ année dans numéro (2014),False
5829,1-15-74,1-15-74,Dahir n° 1-15-74 du 30 kaada 1443 (30 juin 2022) portant publication de la conve,2022-06-30,2022,2015,date 2022 ≠ année dans numéro (2015),False
5834,1-16-168,1-16-168,Dahir n° 1-16-168 du 19 rejeb 1444 (10 février 2023) portant publication de la C,2023-01-01,2023,2016,date 2023 ≠ année dans numéro (2016),False
5835,1-14-41,1-14-41,Dahir n° 1-14-41 du 9 chaabane 1442 (23 mars 2021) portant publication de la con,2021-03-23,2021,2014,date 2021 ≠ année dans numéro (2014),False
5837,2-80-616,2-80-616,Décret n° 2-80-616 du 5 janvier 1981 étendant le régime d'indemnités aux fonctio,1976-01-19,1976,1980,date 1976 ≠ année dans numéro (1980),False
5839,1-19-65,1-19-65,Dahir n° 1.19.65 portant ratification de la Convention de Bamako sur les déchets,2023-02-10,2023,2019,date 2023 ≠ année dans numéro (2019),False
5840,1-14-62,1-14-62,Dahir n° 1-14-62 du 30 kaada 1443 (30 juin 2022) portant publication du Protocol,2022-06-30,2022,2014,date 2022 ≠ année dans numéro (2014),False
5845,1-14-76,1-14-76,Dahir n° 1-14-76 du 30 kaada 1443 (30 juin 2022) portant publication de la conve,2022-06-30,2022,2014,date 2022 ≠ année dans numéro (2014),False
5848,1-14-79,1-14-79,Dahir n° 1-14-79 du 2 ramadan 1445 (13 mars 2024) portant publication de l'Accor,2024-01-01,2024,2014,date 2024 ≠ année dans numéro (2014),False
5849,1-14-108,1-14-108,Dahir n° 1.14.108 portant publication du Traité de Pékin sur les interprétations,2023-02-10,2023,2014,date 2023 ≠ année dans numéro (2014),False
5853,1-14-170,1-14-170,Convention unifiée pour l'investissement des capitaux arabes dans les pays arabe,2022-06-30,2022,2014,date 2022 ≠ année dans numéro (2014),False
5858,2-83-440,2-83-440,Statut particulier du personnel du ministère de l'Équipement (n° 2.83.440),1986-03-28,1986,1983,date 1986 ≠ année dans numéro (1983),False
5861,1-14-179,1-14-179,Dahir n° 1-14-179 du 30 kaada 1443 (30 juin 2022) portant publication de la conv,2022-06-30,2022,2014,date 2022 ≠ année dans numéro (2014),False
5868,2-82-678,2-82-678,Décret n° 2.82.678 de radiation du titre foncier R/23911 et des parcelles 3 et 4,1971-08-03,1971,1982,date 1971 ≠ année dans numéro (1982),False
5872,1-00-312,1-00-312,Dahir n° 1.00.312 portant publication de la convention n° 182 et de la recommand,2003-06-03,2003,2000,date 2003 ≠ année dans numéro (2000),False
5888,2-86-68,2-86-68,Décret n° 2-86-68 du 8 Rabii II 1407 (11 décembre 1986) ouvrant un nouveau délai,1959-03-16,1959,1986,date 1959 ≠ année dans numéro (1986),False
5908,1-14-73,1-14-73,Dahir n° 1-14-73 du 21 rejeb 1441 (16 mars 2020) portant publication de la Conve,2020-01-01,2020,2014,date 2020 ≠ année dans numéro (2014),False
5910,1-16-27,1-16-27,Dahir n° 1-16-27 du 21 rejeb 1441 (16 mars 2020) portant publication de la Conve,2020-01-01,2020,2016,date 2020 ≠ année dans numéro (2016),False
5929,1-15-49,1-15-49,Dahir n° 1-15-49 du 30 kaada 1443 (30 juin 2022) portant publication de la Conve,2022-01-01,2022,2015,date 2022 ≠ année dans numéro (2015),False
5932,1-15-133,1-15-133,Dahir n° 1-15-133 du 19 rejeb 1444 (10 février 2023) portant publication du Prot,2023-02-10,2023,2015,date 2023 ≠ année dans numéro (2015),False
5935,1-18-42,1-18-42,Dahir n° 1-18-42 du 30 kaada 1443 (30 juin 2022) portant publication de l'accord,2022-06-30,2022,2018,date 2022 ≠ année dans numéro (2018),False
5942,1-09-185,1-09-185,Dahir n° 1-09-185 du 18 joumada II 1443 (21 janvier 2022) portant publication de,2022-01-01,2022,2009,date 2022 ≠ année dans numéro (2009),False
5959,1-20-43,1-20-43,Dahir n° 1-20-43 du 2 ramadan 1445 (13 mars 2024) portant publication de la Conv,2024-01-01,2024,2020,date 2024 ≠ année dans numéro (2020),False
5960,1-10-139,1-10-139,Dahir n° 1-10-139 du 18 joumada II 1443 (21 janvier 2022) portant publication de,2022-01-01,2022,2010,date 2022 ≠ année dans numéro (2010),False
5968,2-97-745,2-97-745,Décret n° 2-79-745 du 11 safar 1400 (31 décembre 1979) modifiant l'arrêté du 30 ,1979-12-31,1979,1997,date 1979 ≠ année dans numéro (1997),False
5970,1-19-107,1-19-107,Dahir n° 1-19-107 du 2 ramadan 1445 (13 mars 2024) portant publication de l’Acco,2024-01-01,2024,2019,date 2024 ≠ année dans numéro (2019),False
5976,2-97-569,2-97-569,Décret n° 2-79-569 du 1er Safar 1400 (21 décembre 1979) fixant le contingent des,1979-12-21,1979,1997,date 1979 ≠ année dans numéro (1997),False
5978,2-81-862,2-81-862,Décret n° 2.81.862 déléguant au ministre des Finances le pouvoir de fixer les mo,1961-12-30,1961,1981,date 1961 ≠ année dans numéro (1981),False
5999,1-16-165,1-16-165,Dahir n° 1-16-165 du 19 rejeb 1444 (10 février 2023) portant publication de la C,2023-01-01,2023,2016,date 2023 ≠ année dans numéro (2016),False
6002,1-16-93,1-16-93,Dahir n° 1-16-93 du 19 rejeb 1444 (10 février 2023) portant publication de la Co,2023-01-01,2023,2016,date 2023 ≠ année dans numéro (2016),False
6003,1-16-161,1-16-161,Dahir n° 1-16-161 du 19 rejeb 1444 (10 février 2023) portant publication de la C,2023-01-01,2023,2016,date 2023 ≠ année dans numéro (2016),False
6013,2-81-863,2-81-863,Décret n° 2-81-863 du 5 Rabii I 1402 (1er janvier 1982) fixant les montants de l,1961-12-30,1961,1981,date 1961 ≠ année dans numéro (1981),False
6016,1-16-92,1-16-92,Dahir n° 1-16-92 du 9 chaabane 1442 (23 mars 2021) portant publication de l'Acco,2021-01-01,2021,2016,date 2021 ≠ année dans numéro (2016),False
6020,2-81-866,2-81-866,Décret n° 2-81-866 du 5 rebia I 1402 (1er janvier 1982) relatif à l'application ,1961-12-30,1961,1981,date 1961 ≠ année dans numéro (1981),False
6022,1-09-298,1-09-298,Dahir n° 1-09-298 du 9 chaabane 1442 (23 mars 2021) portant publication du Proto,2021-01-01,2021,2009,date 2021 ≠ année dans numéro (2009),False
6023,2-81-865,2-81-865,Décret d'application des articles 26 et 27 du Dahir n° 1.59.430 relatif à l'impô,1959-12-31,1959,1981,date 1959 ≠ année dans numéro (1981),False
6063,2-86-74,2-86-74,Décret portant exécution de la loi n° 37.80 relative aux centres hospitaliers (n,1983-01-15,1983,1986,date 1983 ≠ année dans numéro (1986),False
6064,1-15-73,1-15-73,Dahir n° 1-15-73 du 19 rejeb 1444 (10 février 2023) portant publication de l'acc,2023-02-10,2023,2015,date 2023 ≠ année dans numéro (2015),False
6067,1-14-44,1-14-44,Dahir n° 1-14-44 du 19 rejeb 1444 (10 février 2023) portant publication du Proto,2023-02-10,2023,2014,date 2023 ≠ année dans numéro (2014),False
6075,1-19-107,1-19-107,Dahir n° 1.19.107 portant accord de siège entre le Maroc et l'Union africaine po,2024-03-13,2024,2019,date 2024 ≠ année dans numéro (2019),False
